,ABSEILERS,,ABEEILRSS,1,
,ACTIONING,,ACGIINNOT,1,2
,ACULEATES,,AACEELSTU,1,
,ADAPTOGEN,s,AADEGNOPT,1,
,ADVOCAATS,,AAACDOSTV,1,
,AEGROTATS,,AAEGORSTT,1,
,AGNATHANS,,AAAGHNNST,1,
,AGNOLOTTI,s,AGILNOOTT,1,
,ALGUACILS,,AACGILLSU,1,
,ALGUAZILS,,AAGILLSUZ,1,
,AMMOLITES,,AEILMMOST,1,2
,ANGSTIEST,,AEGINSSTT,1,
,ANHEDRALS,,AADEHLNRS,1,
,ANODISERS,,ADEINORSS,1,
,ANODISING,,ADGIINNOS,1,
,ANODIZERS,,ADEINORSZ,1,
,ANTHRAXES,,AAEHNRSTX,1,
,APPRESSES,,AEEPPRSSS,1,
,AQUASCAPE,s,AAACEPQSU,1,
,ARMGUARDS,,AADGMRRSU,1,
,ARSEHOLES,,AEEHLORSS,1,
,ARTMAKERS,,AAEKMRRST,1,
,ASCARISES,,AACEIRSSS,1,
,ASHTANGAS,,AAAGHNSST,2,
,ASSONATED,,AADENOSST,1,
,ASSONATES,,AAENOSSST,1,
,ASTHANGAS,,AAAGHNSST,2,
,AUTODIALS,,AADILOSTU,1,
,BABOUCHES,,ABBCEHOSU,1,
,BACALHAUS,,AAABCHLSU,1,
,BACKCOMBS,,ABBCCKMOS,1,
,BACKDOWNS,,ABCDKNOSW,1,
,BACKTALKS,,AABCKKLST,1,2
,BACKWINDS,,ABCDIKNSW,1,
,BALLCOCKS,,ABCCKLLOS,1,
,BALLGIRLS,,ABGILLLRS,1,
,BALLISTAS,,AABILLSST,1,
,BARBOTTES,,ABBEORSTT,1,
,BARGEPOLE,s,ABEEGLOPR,1,2
,BARMINESS,,ABEIMNRSS,1,
,BARNWOODS,,ABDNOORSW,1,2
,BARRIQUES,,ABEIQRRSU,1,
,BASCINETS,,ABCEINSST,1,
,BASEHEADS,,AABDEEHSS,1,
,BASELOADS,,AABDELOSS,1,
,BASEPATHS,,AABEHPSST,1,
,BAYFRONTS,,ABFNORSTY,1,
,BEAGLINGS,,ABEGGILNS,1,
,BEATBOXED,,ABBDEEOTX,1,
,BEATBOXES,,ABBEEOSTX,1,
,BEDLAMERS,,ABDEELMRS,1,
,BEDLINERS,,BDEEILNRS,1,
,BEDSKIRTS,,BDEIKRSST,1,
,BEESWAXED,,ABDEEESWX,1,
,BEGEMMING,,BEEGGIMMN,1,
,BEJASUSES,,ABEEJSSSU,1,
,BEJESUSES,,BEEEJSSSU,1,
,BELLBUOYS,,BBELLOSUY,1,
,BERDASHES,,ABDEEHRSS,1,
,BERGENIAS,,ABEEGINRS,1,
,BERRYINGS,,BEGINRRSY,1,
,BERTHINGS,,BEGHINRST,1,2
,BHELPURIS,,BEHILPRSU,1,3
,BILLETEES,,BEEEILLST,1,
,BINGEINGS,,BEGGIINNS,1,
,BIODIESEL,s,BDEEIILOS,1,
,BIOWASTES,,ABEIOSSTW,1,
,BIRDLIFES,,BDEFIILRS,1,
,BIRDSHOTS,,BDHIORSST,1,
,BISMARCKS,,ABCIKMRSS,1,
,BISTABLES,,ABBEILSST,2,
,BLABBIEST,,ABBBEILST,1,
,BLENDINGS,,BDEGILNNS,1,
,BLINDINGS,,BDGIILNNS,1,
,BLOATINGS,,ABGILNOST,1,
,BLOBBIEST,,BBBEILOST,2,
,BLOCKINGS,,BCGIKLNOS,1,
,BLOOMINGS,,BGILMNOOS,1,
,BLOOPIEST,,BEILOOPST,1,
,BLOWDARTS,,ABDLORSTW,1,
,BLOWLAMPS,,ABLLMOPSW,1,
,BLUEBACKS,,ABBCEKLSU,1,
,BOATPORTS,,ABOOPRSTT,1,2
,BOBBLIEST,,BBBEILOST,2,
,BOBSKATES,,ABBEKOSST,1,
,BODYSIDES,,BDDEIOSSY,1,
,BOMBARDES,,ABBDEMORS,1,
,BONUSINGS,,BGINNOSSU,1,
,BOOGALOOS,,ABGLOOOOS,1,
,BOOKENDED,,BDDEEKNOO,1,
,BOOKWORKS,,BKKOOORSW,1,2
,BOWHUNTED,,BDEHNOTUW,1,
,BRACHIUMS,,ABCHIMRSU,1,
,BRANDADES,,AABDDENRS,1,
,BRESAOLAS,,AABELORSS,1,
,BRICOLEUR,s,BCEILORRU,1,
,BROADWAYS,,AABDORSWY,1,
,BROASTING,,ABGINORST,1,
,BROMANCES,,ABCEMNORS,1,
,BROMANTIC,,ABCIMNORT,1,
,BROMELIAS,,ABEILMORS,1,
,BROWBONES,,BBENOORSW,1,
,BROWNINGS,,BGINNORSW,1,
,BRUISINGS,,BGIINRSSU,1,
,BUCKSHOTS,,BCHKOSSTU,1,
,BULLCOOKS,,BCKLLOOSU,1,
,BULLDIKES,,BDEIKLLSU,1,
,BULLNOSED,,BDELLNOSU,1,
,BULLSEYES,,BEELLSSUY,1,
,BUNFIGHTS,,BFGHINSTU,1,
,BURBLINGS,,BBGILNRSU,1,
,BURSTIEST,,BEIRSSTTU,1,
,BUZZBAITS,,ABBISTUZZ,1,
,BUZZKILLS,,BIKLLSUZZ,1,
,CAKEBOXES,,ABCEEKOSX,1,
,CAKEHOLES,,ACEEHKLOS,1,
,CALAMUSES,,AACELMSSU,1,
,CALATHEAS,,AAACEHLST,1,
,CALCRETES,,ACCEELRST,1,
,CALFHOODS,,ACDFHLOOS,1,
,CALIBERED,,ABCDEEILR,1,
,CALLALOUS,,AACLLLOSU,1,
,CALUMNIED,,ACDEILMNU,1,2
,CAMBOOSES,,ABCEMOOSS,1,
,CAMCORDED,,ACCDDEMOR,1,
,CANOEINGS,,ACEGINNOS,1,
,CAPITATES,,AACEIPSTT,1,
,CAPONISED,,ACDEINOPS,1,
,CAPONISES,,ACEINOPSS,1,
,CAROLINGS,,ACGILNORS,1,
,CARRYCOTS,,ACCORRSTY,1,
,CARSPIELS,,ACEILPRSS,1,2
,CARVERIES,,ACEEIRRSV,1,
,CASHBACKS,,AABCCHKSS,1,
,CASSIOPES,,ACEIOPSSS,1,
,CASSOCKED,,ACCDEKOSS,1,
,CASTLINGS,,ACGILNSST,1,
,CATALYSED,,AACDELSTY,1,
,CATBRIARS,,AABCIRRST,1,
,CATERINGS,,ACEGINRST,1,2
,CAUTERISE,ds,ACEEIRSTU,1,2
,CEDARIEST,,ACDEEIRST,1,
,CHARETTES,,ACEEHRSTT,1,2
,CHARGINGS,,ACGGHINRS,1,
,CHARTISMS,,ACHIMRSST,1,
,CHATLINES,,ACEHILNST,1,
,CHERRIEST,,CEEHIRRST,1,
,CHILLAXED,,ACDEHILLX,1,
,CHILLAXES,,ACEHILLSX,1,
,CHIMENEAS,,ACEEHIMNS,2,
,CHIMINEAS,,ACEHIIMNS,1,
,CHINCHING,,CCGHHIINN,1,
,CHINOISES,,CEHIINOSS,1,
,CHIPOLATA,s,AACHILOPT,1,
,CHOLIAMBS,,ABCHILMOS,1,2
,CHORDINGS,,CDGHINORS,1,
,CHOREBOYS,,BCEHOORSY,1,
,CHORIAMBI,,ABCHIIMOR,1,
,CHUNDERED,,CDDEEHNRU,1,
,CHURINGAS,,ACGHINRSU,1,
,CIABATTAS,,AAABCISTT,1,
,CIPAILLES,,ACEIILLPS,1,
,CLEANINGS,,ACEGILNNS,1,2
,CLEANOUTS,,ACELNOSTU,1,2
,CLEAROUTS,,ACELORSTU,1,
,CLEARWAYS,,AACELRSWY,1,2
,CLIFFSIDE,s,CDEFFIILS,1,
,CLIFFTOPS,,CFFILOPST,1,
,CLIMBINGS,,BCGIILMNS,1,
,CLITTERED,,CDEEILRTT,1,
,CLOGGINGS,,CGGGILNOS,1,
,CLONKIEST,,CEIKLNOST,1,
,CLUBBINGS,,BBCGILNSU,1,
,CLUBLANDS,,ABCDLLNSU,1,
,CLUBMATES,,ABCELMSTU,1,
,COACHINGS,,ACCGHINOS,1,
,COACHLOAD,s,AACCDHLOO,1,
,COALFACES,,AACCEFLOS,1,
,COCOONERS,,CCENOOORS,1,
,CODOMAINS,,ACDIMNOOS,1,2
,COGNISANT,,ACGINNOST,1,
,COLOBOMAS,,ABCLMOOOS,1,
,COLONISER,s,CEILNOORS,1,
,COLORISED,,CDEILOORS,1,
,COLORISES,,CEILOORSS,1,
,COLOURANT,s,ACLNOORTU,1,
,COLOURFUL,,CFLLOORUU,1,
,COLOURIST,s,CILOORSTU,1,
,COLTHOODS,,CDHLOOOST,1,
,COMBOVERS,,BCEMOORSV,1,
,COMEDISTS,,CDEIMOSST,1,2
,COMMISHES,,CEHIMMOSS,1,
,COMPLEATS,,ACELMOPST,1,2
,CONTANGOS,,ACGNNOOST,1,
,COOKABLES,,ABCEKLOOS,1,
,COOLABAHS,,AABCHLOOS,1,
,COOLIBAHS,,ABCHILOOS,1,
,COONSHITS,,CHINOOSST,1,
,COPILOTED,,CDEILOOPT,1,
,COPPERIER,,CEEIOPPRR,1,
,CORNETTOS,,CENOORSTT,1,
,CORNSILKS,,CIKLNORSS,1,
,CORRETTOS,,CEOORRSTT,1,
,COTTAGING,,ACGGINOTT,1,
,COURIERED,,CDEEIORRU,1,
,COVERTEST,,CEEORSTTV,1,2
,CRACKIEST,,ACCEIKRST,1,
,CRADLINGS,,ACDGILNRS,1,
,CRAMMINGS,,ACGIMMNRS,1,2
,CRATEFULS,,ACEFLRSTU,1,
,CRAVATTED,,AACDERTTV,1,
,CRAVENEST,,ACEENRSTV,1,
,CREEKSIDE,s,CDEEEIKRS,1,
,CREPERIES,,CEEEIPRRS,1,
,CROONIEST,,CEINOORST,1,2
,CROSTATAS,,AACORSSTT,1,2
,CROWBAITS,,ABCIORSTW,1,
,CRUISIEST,,CEIIRSSTU,1,
,CRUMBLIES,t,BCEILMRSU,1,
s,CRUNCHIES,t,CCEHINRSU,1,2
,CSARDASES,,AACDERSSS,1,
,CUBITUSES,,BCEISSTUU,1,
,CULCHIEST,,CCEHILSTU,1,
,CULSHIEST,,CEHILSSTU,1,
,CULVERTED,,CDEELRTUV,1,
,CUMULUSES,,CELMSSUUU,1,
,CURATIONS,,ACINORSTU,1,2
,CURCUMINS,,CCIMNRSUU,1,
,CURSILLOS,,CILLORSSU,1,
,CUTBLOCKS,,BCCKLOSTU,1,
,CUTLETTES,,CEELSTTTU,1,
,CUTSCENES,,CCEENSSTU,1,
,CYBERWARS,,ABCERRSWY,1,
,CYNODONTS,,CDNNOOSTY,1,
,DAYSAILED,,AADDEILSY,1,
,DEALIGNED,,ADDEEGILN,1,2
,DEATHCARE,,AACDEEHRT,1,2
,DEATHLIER,,ADEEHILRT,1,
,DEBURRING,,BDEGINRRU,1,
,DECEASEDS,,ACDDEEESS,1,
,DEDENDUMS,,DDDEEMNSU,1,
,DEFINITES,,DEEFIINST,1,
,DEFRIENDS,,DDEEFINRS,1,
,DEHAIRING,,ADEGHIINR,1,
,DEIONISED,,DDEEIINOS,1,
,DEIONISER,s,DEEIINORS,1,
,DEIONISES,,DEEIINOSS,1,
,DELINKING,,DEGIIKLNN,1,
,DEMININGS,,DEGIIMNNS,1,
,DEMISTING,,DEGIIMNST,1,
,DENDROIDS,,DDDEINORS,1,
,DENTARIES,,ADEEINRST,1,3
,DENTELLES,,DEEELLNST,1,
,DEODORISE,drs,DDEEIOORS,1,
,DEPARTEDS,,ADDEEPRST,1,
,DEPUTISED,,DDEEIPSTU,1,
,DEPUTISES,,DEEIPSSTU,1,
,DERACINES,,ACDEEINRS,1,3
,DERATIONS,,ADEINORST,2,3
,DESCALING,,ACDEGILNS,1,
,DESEEDERS,,DDEEEERSS,1,
,DESEEDING,,DDEEEGINS,1,
,DESKILLED,,DDEEIKLLS,1,
,DESORBERS,,BDEEORRSS,1,
,DESTREAMS,,ADEEMRSST,1,
,DETANGLED,,ADDEEGLNT,1,
,DETANGLER,s,ADEEGLNRT,1,
,DETANGLES,,ADEEGLNST,1,2
,DIATREMES,,ADEEIMRST,1,3
,DICKERERS,,CDEEIKRRS,1,
,DIGITISED,,DDEGIIIST,1,
